timestamp,distance_cm,altitude_angle_deg,azimuth_angle_deg,scan_repeat
1760412874.0438492,35.0,124,29,0
1760412874.0853202,35.0,123,29,0
1760412874.126506,35.0,122,29,0
1760412874.1681037,35.0,121,29,0
1760412874.209833,35.0,120,29,0
1760412874.2517583,35.0,119,29,0
1760412874.2939513,35.0,118,29,0
1760412874.3358607,35.5,117,29,0
1760412874.378213,35.5,116,29,0
1760412874.4202993,34.0,115,29,0
1760412874.4619472,31.5,114,29,0
1760412874.5033212,30.0,113,29,0
1760412874.5447004,29.25,112,29,0
1760412874.5863354,25.75,111,29,0
1760412874.6279683,22.5,110,29,0
1760412874.6695502,21.0,109,29,0
1760412874.711025,20.0,108,29,0
1760412874.7526417,20.0,107,29,0
1760412874.795341,19.2,106,29,0
1760412874.8371146,17.5,105,29,0
1760412874.8788228,17.0,104,29,0
1760412874.9209828,16.0,103,29,0
1760412874.9630477,15.5,102,29,0
1760412875.005026,14.25,101,29,0
1760412875.046981,13.5,100,29,0
1760412875.0893054,12.75,99,29,0
1760412875.1324067,11.4,98,29,0
1760412875.1748002,10.25,97,29,0
1760412875.217248,10.0,96,29,0
1760412875.2592814,9.0,95,29,0
1760412875.300967,8.25,94,29,0
1760412875.3427649,7.5,93,29,0
1760412875.3846192,6.0,92,29,0
1760412875.4265063,5.25,91,29,0
1760412875.4684815,5.0,90,30,0
1760412875.5110385,5.0,91,30,0
1760412875.5532005,5.0,92,30,0
1760412875.5955036,5.0,93,30,0
1760412875.637821,5.0,94,30,0
1760412875.6794415,5.75,95,30,0
1760412875.72106,6.75,96,30,0
1760412875.7624342,7.75,97,30,0
1760412875.804859,8.5,98,30,0
1760412875.8463461,9.25,99,30,0
1760412875.8890216,10.4,100,30,0
1760412875.9310956,11.75,101,30,0
1760412875.9736924,12.75,102,30,0
1760412876.0159166,13.25,103,30,0
1760412876.0577068,14.25,104,30,0
1760412876.09943,15.0,105,30,0
1760412876.1408775,16.75,106,30,0
1760412876.1827755,17.0,107,30,0
1760412876.2248602,17.5,108,30,0
1760412876.2672527,19.0,109,30,0
1760412876.3092723,20.0,110,30,0
1760412876.3512707,20.0,111,30,0
1760412876.3939264,20.75,112,30,0
1760412876.4357636,22.25,113,30,0
1760412876.4781237,24.75,114,30,0
1760412876.5200598,28.25,115,30,0
1760412876.5618508,30.5,116,30,0
1760412876.6046684,31.8,117,30,0
1760412876.646917,34.5,118,30,0
1760412876.6892478,35.75,119,30,0
1760412876.7316139,36.0,120,30,0
1760412876.7735953,35.25,121,30,0
1760412876.815606,35.0,122,30,0
1760412876.857745,35.0,123,30,0
1760412876.8994837,35.0,124,30,0
1760412876.9422262,35.0,125,30,0
1760412876.9850767,35.0,126,30,0
1760412877.02788,35.0,127,30,0
1760412877.0700116,35.0,128,30,0
1760412877.1120505,35.0,129,30,0
1760412877.1542544,35.0,130,30,0
1760412877.1970966,35.0,131,30,0
1760412877.23948,35.0,132,30,0
1760412877.282203,35.0,133,30,0
1760412877.3247383,35.0,134,30,0
1760412877.3669875,35.0,135,30,0
1760412877.4089177,35.0,136,30,0
1760412877.4511578,35.0,137,30,0
1760412877.493971,35.0,138,30,0
1760412877.5363822,35.0,139,30,0
1760412877.5789173,35.25,140,30,0
1760412877.6213155,35.5,141,30,0
1760412877.6636171,36.0,142,30,0
1760412877.706019,36.0,143,30,0
1760412877.748335,36.0,144,30,0
1760412877.7913501,36.0,145,31,0
1760412877.833365,36.0,144,31,0
1760412877.875497,36.0,143,31,0
1760412877.9175777,36.0,142,31,0
1760412877.959738,36.0,141,31,0
1760412878.001485,36.0,140,31,0
1760412878.0434988,36.0,139,31,0
1760412878.0850072,36.0,138,31,0
1760412878.1274614,36.0,137,31,0
1760412878.1693778,35.25,136,31,0
1760412878.2118933,35.0,135,31,0
1760412878.2545564,35.0,134,31,0
1760412878.2963197,35.0,133,31,0
1760412878.3382223,35.0,132,31,0
1760412878.3797052,35.0,131,31,0
1760412878.4218385,35.0,130,31,0
1760412878.4641016,35.0,129,31,0
1760412878.506836,35.0,128,31,0
1760412878.5489733,35.0,127,31,0
1760412878.5913637,35.0,126,31,0
1760412878.6337738,35.0,125,31,0
1760412878.6753893,35.0,124,31,0
1760412878.7167814,35.0,123,31,0
1760412878.7579622,35.0,122,31,0
1760412878.7994204,35.0,121,31,0
1760412878.841005,35.0,120,31,0
1760412878.8825605,35.0,119,31,0
1760412878.9239705,35.0,118,31,0
1760412878.9663348,35.4,117,31,0
1760412879.008088,35.75,116,31,0
1760412879.0499115,34.5,115,31,0
1760412879.091992,31.75,114,31,0
1760412879.1341996,29.75,113,31,0
1760412879.1756675,27.75,112,31,0
1760412879.2175288,24.75,111,31,0
1760412879.2587082,21.75,110,31,0
1760412879.3001528,20.5,109,31,0
1760412879.341581,20.0,108,31,0
1760412879.382724,20.0,107,31,0
1760412879.4237561,20.0,106,31,0
1760412879.464753,18.0,105,31,0
1760412879.505819,17.5,104,31,0
1760412879.5466003,16.5,103,31,0
1760412879.5874138,15.5,102,31,0
1760412879.6283822,14.75,101,31,0
1760412879.6691515,13.5,100,31,0
1760412879.7105808,13.0,99,31,0
1760412879.7521596,12.5,98,31,0
1760412879.7940388,11.0,97,31,0
1760412879.8353128,10.0,96,31,0
1760412879.876448,9.25,95,31,0
1760412879.9178815,8.5,94,31,0
1760412879.9599352,7.25,93,31,0
1760412880.0024471,6.0,92,31,0
1760412880.044258,5.5,91,31,0
1760412880.0863938,5.0,90,32,0
1760412880.1284556,5.0,91,32,0
1760412880.170433,5.0,92,32,0
1760412880.2122252,5.0,93,32,0
1760412880.2548468,5.0,94,32,0
1760412880.2975094,5.75,95,32,0
1760412880.3397095,7.5,96,32,0
1760412880.3815846,8.5,97,32,0
1760412880.423403,9.0,98,32,0
1760412880.4654832,9.5,99,32,0
1760412880.507444,10.5,100,32,0
1760412880.5496144,11.75,101,32,0
1760412880.5919635,13.0,102,32,0
1760412880.6341076,13.5,103,32,0
1760412880.6772106,14.75,104,32,0
1760412880.7195737,15.5,105,32,0
1760412880.761788,16.5,106,32,0
1760412880.803593,17.0,107,32,0
1760412880.8449686,18.0,108,32,0
1760412880.886443,19.0,109,32,0
1760412880.928899,20.0,110,32,0
1760412880.9704945,20.0,111,32,0
1760412881.0131698,21.0,112,32,0
1760412881.0557573,22.5,113,32,0
1760412881.0978699,25.5,114,32,0
1760412881.1397374,29.0,115,32,0
1760412881.1810725,30.75,116,32,0
1760412881.222783,32.25,117,32,0
1760412881.2642798,34.0,118,32,0
1760412881.3068328,35.8,119,32,0
1760412881.3486521,36.0,120,32,0
1760412881.391367,36.0,121,32,0
1760412881.4341502,35.0,122,32,0
1760412881.4771996,35.0,123,32,0
1760412881.5200016,35.0,124,32,0
1760412881.563473,35.0,125,32,0
1760412881.6059723,35.0,126,32,0
1760412881.6485896,35.0,127,32,0
1760412881.690888,35.0,128,32,0
1760412881.7333353,35.0,129,32,0
1760412881.7754984,35.0,130,32,0
1760412881.8182673,35.0,131,32,0
1760412881.860322,35.0,132,32,0
1760412881.9023085,35.0,133,32,0
1760412881.9446087,35.0,134,32,0
1760412881.9865997,35.0,135,32,0
1760412882.0285842,35.0,136,32,0
1760412882.0707834,35.0,137,32,0
1760412882.1125808,35.0,138,32,0
1760412882.1542695,35.0,139,32,0
1760412882.1956358,35.75,140,32,0
1760412882.2383537,36.0,141,32,0
1760412882.2805972,36.0,142,32,0
1760412882.3227758,36.0,143,32,0
1760412882.3651288,36.0,144,32,0
1760412882.4075072,36.0,145,33,0
1760412882.449035,36.0,144,33,0
1760412882.4911842,36.0,143,33,0
1760412882.532932,36.0,142,33,0
1760412882.575306,36.0,141,33,0
1760412882.6172612,36.0,140,33,0
1760412882.659164,36.0,139,33,0
1760412882.7015393,36.0,138,33,0
1760412882.743406,36.0,137,33,0
1760412882.785264,36.0,136,33,0
1760412882.8265603,36.0,135,33,0
1760412882.867708,36.0,134,33,0
1760412882.9091654,35.5,133,33,0
1760412882.9504783,35.0,132,33,0
1760412882.991677,35.0,131,33,0
1760412883.0327494,35.0,130,33,0
1760412883.0742981,35.0,129,33,0
1760412883.1155875,35.0,128,33,0
1760412883.1581504,35.0,127,33,0
1760412883.199862,35.0,126,33,0
1760412883.2417781,35.0,125,33,0
1760412883.283563,35.0,124,33,0
1760412883.3255632,35.0,123,33,0
1760412883.3669143,35.0,122,33,0
1760412883.4084263,35.0,121,33,0
1760412883.4498222,35.0,120,33,0
1760412883.4909565,35.0,119,33,0
1760412883.5319812,35.25,118,33,0
1760412883.5729306,36.0,117,33,0
1760412883.6142,36.0,116,33,0
1760412883.6557283,34.75,115,33,0
1760412883.696751,31.75,114,33,0
1760412883.737845,30.25,113,33,0
1760412883.7791104,28.0,112,33,0
1760412883.8204966,24.75,111,33,0
1760412883.8619428,21.5,110,33,0
1760412883.9038005,20.8,109,33,0
1760412883.9453392,20.25,108,33,0
1760412883.9871933,20.0,107,33,0
1760412884.02877,19.0,106,33,0
1760412884.0706894,18.0,105,33,0
1760412884.1123433,17.25,104,33,0
1760412884.154255,16.25,103,33,0
1760412884.195986,15.25,102,33,0
1760412884.2373137,14.75,101,33,0
1760412884.2784548,13.75,100,33,0
1760412884.3196127,13.0,99,33,0
1760412884.3610876,12.25,98,33,0
1760412884.40246,11.75,97,33,0
1760412884.4442472,10.75,96,33,0
1760412884.4864204,10.0,95,33,0
1760412884.528528,9.0,94,33,0
1760412884.5705955,8.25,93,33,0
1760412884.6128585,6.75,92,33,0
1760412884.655106,6.0,91,33,0
1760412884.697589,5.0,90,34,0
1760412884.7388926,5.0,91,34,0
1760412884.7804022,5.0,92,34,0
1760412884.8226204,5.0,93,34,0
1760412884.8649523,5.2,94,34,0
1760412884.9067743,6.25,95,34,0
1760412884.948469,7.5,96,34,0
1760412884.990597,8.75,97,34,0
1760412885.0328593,9.0,98,34,0
1760412885.0745687,10.0,99,34,0
1760412885.116669,11.0,100,34,0
1760412885.1582398,12.25,101,34,0
1760412885.2001019,13.0,102,34,0
1760412885.2418306,13.5,103,34,0
1760412885.284543,14.2,104,34,0
1760412885.326487,15.5,105,34,0
1760412885.369062,16.25,106,34,0
1760412885.4120672,17.0,107,34,0
1760412885.4551735,17.75,108,34,0
1760412885.4985235,19.4,109,34,0
1760412885.541726,20.0,110,34,0
1760412885.5851195,20.0,111,34,0
1760412885.6274939,20.75,112,34,0
1760412885.6695883,22.0,113,34,0
1760412885.7116396,24.5,114,34,0
1760412885.7550123,28.6,115,34,0
1760412885.7972648,30.5,116,34,0
1760412885.8399162,32.75,117,34,0
1760412885.8821497,35.0,118,34,0
1760412885.9251041,36.0,119,34,0
1760412885.9670775,36.0,120,34,0
1760412886.0090134,36.0,121,34,0
1760412886.0521533,35.6,122,34,0
1760412886.0951116,35.0,123,34,0
1760412886.1377819,35.0,124,34,0
1760412886.1799798,35.0,125,34,0
1760412886.222469,35.0,126,34,0
1760412886.2655847,35.0,127,34,0
1760412886.3080113,35.0,128,34,0
1760412886.350084,35.0,129,34,0
1760412886.3922968,35.0,130,34,0
1760412886.4347544,35.0,131,34,0
1760412886.4773903,35.0,132,34,0
1760412886.5197213,35.0,133,34,0
1760412886.5625565,35.0,134,34,0
1760412886.6053972,35.0,135,34,0
1760412886.6485515,35.0,136,34,0
1760412886.6905625,36.0,137,34,0
1760412886.732445,36.0,138,34,0
1760412886.7744157,36.0,139,34,0
1760412886.816001,36.0,140,34,0
1760412886.858599,36.0,141,34,0
1760412886.9004917,36.0,142,34,0
1760412886.9432209,36.0,143,34,0
1760412886.9859784,36.0,144,34,0
1760412887.0289602,36.0,145,35,0
1760412887.0710773,36.0,144,35,0
1760412887.1142395,37.0,143,35,0
1760412887.156062,37.0,142,35,0
1760412887.1983855,36.0,141,35,0
1760412887.2404628,36.0,140,35,0
1760412887.282788,36.0,139,35,0
1760412887.3248703,36.0,138,35,0
1760412887.3662634,36.0,137,35,0
1760412887.4084873,36.0,136,35,0
1760412887.4497585,36.0,135,35,0
1760412887.4911816,36.0,134,35,0
1760412887.533389,35.6,133,35,0
1760412887.5748923,35.0,132,35,0
1760412887.617413,35.0,131,35,0
1760412887.660054,35.0,130,35,0
1760412887.70194,35.0,129,35,0
1760412887.743752,35.0,128,35,0
1760412887.7851908,35.0,127,35,0
1760412887.8268993,35.0,126,35,0
1760412887.868537,35.0,125,35,0
1760412887.909691,35.0,124,35,0
1760412887.9512093,35.0,123,35,0
1760412887.993151,35.0,122,35,0
1760412888.0347261,35.0,121,35,0
1760412888.0762691,35.0,120,35,0
1760412888.1183274,35.0,119,35,0
1760412888.1600583,36.0,118,35,0
1760412888.2018678,36.0,117,35,0
1760412888.243475,36.0,116,35,0
1760412888.2847052,35.25,115,35,0
1760412888.3263962,32.75,114,35,0
1760412888.3674462,30.25,113,35,0
1760412888.4091568,28.0,112,35,0
1760412888.4508746,25.5,111,35,0
1760412888.4939852,22.2,110,35,0
1760412888.5363128,20.0,109,35,0
1760412888.5783732,20.0,108,35,0
1760412888.6205046,20.0,107,35,0
1760412888.6625428,18.5,106,35,0
1760412888.7048979,18.0,105,35,0
1760412888.7474163,17.5,104,35,0
1760412888.7895496,16.75,103,35,0
1760412888.8321557,15.4,102,35,0
1760412888.8743505,14.75,101,35,0
1760412888.917211,13.5,100,35,0
1760412888.9588218,13.0,99,35,0
1760412889.0000577,12.25,98,35,0
1760412889.041523,11.75,97,35,0
1760412889.083134,10.75,96,35,0
1760412889.1255176,10.0,95,35,0
1760412889.1674435,9.25,94,35,0
1760412889.2102144,8.6,93,35,0
1760412889.2527516,7.0,92,35,0
1760412889.2944741,6.0,91,35,0
1760412889.3367336,5.0,90,36,0
1760412889.3782456,5.0,91,36,0
1760412889.4195652,5.0,92,36,0
1760412889.4611943,5.5,93,36,0
1760412889.5026155,5.75,94,36,0
1760412889.5437286,6.5,95,36,0
1760412889.5852644,7.75,96,36,0
1760412889.626721,9.0,97,36,0
1760412889.6678932,9.0,98,36,0
1760412889.7091064,9.5,99,36,0
1760412889.7507956,11.0,100,36,0
1760412889.7926884,11.8,101,36,0
1760412889.8347085,12.75,102,36,0
1760412889.8767743,13.5,103,36,0
1760412889.9189606,14.75,104,36,0
1760412889.9607754,15.25,105,36,0
1760412890.0027957,16.0,106,36,0
1760412890.0444953,16.5,107,36,0
1760412890.0863047,17.5,108,36,0
1760412890.1281664,18.75,109,36,0
1760412890.170835,19.8,110,36,0
1760412890.2124884,20.0,111,36,0
1760412890.25558,20.75,112,36,0
1760412890.2986872,22.0,113,36,0
1760412890.341624,24.5,114,36,0
1760412890.3842235,27.5,115,36,0
1760412890.4264853,30.2,116,36,0
1760412890.4681113,32.25,117,36,0
1760412890.5101864,34.25,118,36,0
1760412890.5524492,36.0,119,36,0
1760412890.5944715,36.0,120,36,0
1760412890.6368039,36.0,121,36,0
1760412890.6786091,36.0,122,36,0
1760412890.7208855,36.0,123,36,0
1760412890.7655973,36.0,124,36,0
1760412890.8081446,36.0,125,36,0
1760412890.8505213,36.0,126,36,0
1760412890.8931754,36.0,127,36,0
1760412890.9353886,36.0,128,36,0
1760412890.9773204,35.0,129,36,0
1760412891.0199025,35.6,130,36,0
1760412891.0628264,36.0,131,36,0
1760412891.1060207,36.0,132,36,0
1760412891.1489935,36.0,133,36,0
1760412891.1914783,36.0,134,36,0
1760412891.2342305,36.0,135,36,0
1760412891.276744,36.0,136,36,0
1760412891.3190143,36.0,137,36,0
1760412891.3614988,36.0,138,36,0
1760412891.4037583,36.0,139,36,0
1760412891.4454849,36.0,140,36,0
1760412891.4876683,36.0,141,36,0
1760412891.53035,36.0,142,36,0
1760412891.5729232,36.0,143,36,0
1760412891.6147645,36.25,144,36,0
1760412891.6571758,36.75,145,37,0
1760412891.6988246,37.0,144,37,0
1760412891.7410057,37.0,143,37,0
1760412891.7828388,37.0,142,37,0
1760412891.8246467,37.0,141,37,0
1760412891.8660038,37.0,140,37,0
1760412891.9084916,37.0,139,37,0
1760412891.9505641,36.0,138,37,0
1760412891.9925847,36.0,137,37,0
1760412892.0343454,36.0,136,37,0
1760412892.0760822,36.0,135,37,0
1760412892.1180859,36.0,134,37,0
1760412892.1601524,36.0,133,37,0
1760412892.201896,36.0,132,37,0
1760412892.2438254,36.0,131,37,0
1760412892.2859735,36.0,130,37,0
1760412892.3288858,36.0,129,37,0
1760412892.371055,36.0,128,37,0
1760412892.4133034,36.0,127,37,0
1760412892.45551,35.25,126,37,0
1760412892.4971921,35.5,125,37,0
1760412892.5394404,36.0,124,37,0
1760412892.5817986,36.0,123,37,0
1760412892.623636,36.0,122,37,0
1760412892.666095,36.0,121,37,0
1760412892.7080708,36.0,120,37,0
1760412892.7500618,36.0,119,37,0
1760412892.7919421,36.0,118,37,0
1760412892.8337822,36.0,117,37,0
1760412892.8755658,36.0,116,37,0
1760412892.9168804,35.0,115,37,0
1760412892.958017,31.75,114,37,0
1760412892.9994466,29.75,113,37,0
1760412893.0408952,27.75,112,37,0
1760412893.0820024,26.0,111,37,0
1760412893.1230683,22.5,110,37,0
1760412893.1642184,21.0,109,37,0
1760412893.2052324,20.25,108,37,0
1760412893.2467878,20.0,107,37,0
1760412893.288805,19.2,106,37,0
1760412893.3307993,18.0,105,37,0
1760412893.372607,17.5,104,37,0
1760412893.4148288,16.25,103,37,0
1760412893.456475,15.5,102,37,0
1760412893.498285,15.0,101,37,0
1760412893.5397017,13.75,100,37,0
1760412893.5812528,13.0,99,37,0
1760412893.6231806,13.0,98,37,0
1760412893.6653244,12.0,97,37,0
1760412893.7078927,10.8,96,37,0
1760412893.749813,10.0,95,37,0
1760412893.7917583,9.0,94,37,0
1760412893.8342512,8.25,93,37,0
1760412893.8761003,8.0,92,37,0
1760412893.9178734,6.5,91,37,0
1760412893.9598885,6.0,90,38,0
1760412894.0011704,5.25,91,38,0
1760412894.0425358,5.0,92,38,0
1760412894.0844958,5.25,93,38,0
1760412894.1272154,6.0,94,38,0
1760412894.1689472,6.75,95,38,0
1760412894.2115705,8.5,96,38,0
1760412894.2543092,9.0,97,38,0
1760412894.29664,9.75,98,38,0
1760412894.3389564,10.25,99,38,0
1760412894.3811789,11.75,100,38,0
1760412894.4239476,12.6,101,38,0
1760412894.4665835,13.0,102,38,0
1760412894.5089297,13.75,103,38,0
1760412894.5513954,14.5,104,38,0
1760412894.5938587,15.0,105,38,0
1760412894.6360762,16.0,106,38,0
1760412894.6777692,16.5,107,38,0
1760412894.720464,18.0,108,38,0
1760412894.7624876,19.0,109,38,0
1760412894.8051107,19.75,110,38,0
1760412894.84831,20.0,111,38,0
1760412894.8905168,20.25,112,38,0
1760412894.9328241,21.25,113,38,0
1760412894.974942,23.5,114,38,0
1760412895.0181592,27.8,115,38,0
1760412895.0609322,30.5,116,38,0
1760412895.1034405,31.75,117,38,0
1760412895.1455555,34.25,118,38,0
1760412895.1875527,36.0,119,38,0
1760412895.229687,36.5,120,38,0
1760412895.2731812,36.2,121,38,0
1760412895.3154006,36.0,122,38,0
1760412895.358745,36.0,123,38,0
1760412895.401285,36.0,124,38,0
1760412895.4432194,36.0,125,38,0
1760412895.4856076,36.0,126,38,0
1760412895.5284433,36.0,127,38,0
1760412895.5708761,36.0,128,38,0
1760412895.6129847,36.0,129,38,0
1760412895.655597,36.0,130,38,0
1760412895.6979876,36.0,131,38,0
1760412895.7403204,36.0,132,38,0
1760412895.7836065,36.0,133,38,0
1760412895.8259182,36.0,134,38,0
1760412895.8684635,36.0,135,38,0
1760412895.9110408,36.0,136,38,0
1760412895.9534936,36.0,137,38,0
1760412895.995185,36.0,138,38,0
1760412896.0373352,36.0,139,38,0
1760412896.0802352,36.0,140,38,0
1760412896.1221945,36.0,141,38,0
1760412896.164286,36.0,142,38,0
1760412896.2068572,36.25,143,38,0
1760412896.2495027,37.0,144,38,0
1760412896.2924008,37.0,145,39,0
1760412896.3339627,37.0,144,39,0
1760412896.3766227,37.0,143,39,0
1760412896.4186077,37.0,142,39,0
1760412896.4609833,37.0,141,39,0
1760412896.5037122,37.0,140,39,0
1760412896.5455596,37.0,139,39,0
1760412896.587594,36.5,138,39,0
1760412896.6299448,36.0,137,39,0
1760412896.672651,36.0,136,39,0
1760412896.7149098,36.0,135,39,0
1760412896.7572458,36.0,134,39,0
1760412896.7995489,36.0,133,39,0
1760412896.8415487,36.0,132,39,0
1760412896.8836064,36.0,131,39,0
1760412896.9251888,36.0,130,39,0
1760412896.966735,36.0,129,39,0
1760412897.008096,36.0,128,39,0
1760412897.0492585,36.0,127,39,0
1760412897.0909626,36.0,126,39,0
1760412897.1330001,36.0,125,39,0
1760412897.1742852,36.0,124,39,0
1760412897.2156465,36.0,123,39,0
1760412897.2571945,36.0,122,39,0
1760412897.2984316,36.0,121,39,0
1760412897.3397107,36.0,120,39,0
1760412897.381678,36.0,119,39,0
1760412897.423647,36.0,118,39,0
1760412897.4655383,36.5,117,39,0
1760412897.50706,36.5,116,39,0
1760412897.5482273,35.25,115,39,0
1760412897.5897403,32.5,114,39,0
1760412897.6310685,30.5,113,39,0
1760412897.672399,28.5,112,39,0
1760412897.7139022,25.0,111,39,0
1760412897.755482,22.0,110,39,0
1760412897.7975225,20.4,109,39,0
1760412897.8397708,20.0,108,39,0
1760412897.8823736,19.75,107,39,0
1760412897.924233,18.75,106,39,0
1760412897.9657323,18.0,105,39,0
1760412898.0071247,17.25,104,39,0
1760412898.0484288,16.25,103,39,0
1760412898.0897405,15.5,102,39,0
1760412898.1309388,14.75,101,39,0
1760412898.1720715,14.0,100,39,0
1760412898.213395,13.0,99,39,0
1760412898.254767,12.75,98,39,0
1760412898.2960026,11.75,97,39,0
1760412898.3372593,11.0,96,39,0
1760412898.378276,10.0,95,39,0
1760412898.4199815,10.0,94,39,0
1760412898.462149,9.0,93,39,0
1760412898.50331,8.25,92,39,0
1760412898.545911,7.25,91,39,0
1760412898.5884771,6.25,90,40,0
1760412898.6309488,6.0,91,40,0
1760412898.6732516,5.5,92,40,0
1760412898.7159426,6.0,93,40,0
1760412898.7592704,6.8,94,40,0
1760412898.8023205,7.75,95,40,0
1760412898.844579,8.25,96,40,0
1760412898.8868291,9.0,97,40,0
1760412898.9289904,9.5,98,40,0
1760412898.9710484,10.5,99,40,0
1760412899.0141413,11.6,100,40,0
1760412899.0561047,12.5,101,40,0
1760412899.0982347,13.0,102,40,0
1760412899.1405964,13.5,103,40,0
1760412899.1828034,13.75,104,40,0
1760412899.2246828,15.0,105,40,0
1760412899.2661598,16.0,106,40,0
1760412899.3079796,16.25,107,40,0
1760412899.349341,17.25,108,40,0
1760412899.3919134,18.6,109,40,0
1760412899.433773,19.75,110,40,0
1760412899.4764256,20.0,111,40,0
1760412899.519379,20.75,112,40,0
1760412899.5615501,21.75,113,40,0
1760412899.6033762,22.75,114,40,0
1760412899.6453824,26.5,115,40,0
1760412899.6871145,29.75,116,40,0
1760412899.7298748,31.6,117,40,0
1760412899.7728815,35.0,118,40,0
1760412899.8162177,36.75,119,40,0
1760412899.858358,37.0,120,40,0
1760412899.900289,36.75,121,40,0
1760412899.9423833,36.0,122,40,0
1760412899.9856727,36.0,123,40,0
1760412900.0284667,36.0,124,40,0
1760412900.0718756,36.0,125,40,0
1760412900.115176,36.0,126,40,0
1760412900.1590505,36.0,127,40,0
1760412900.2024722,36.0,128,40,0
1760412900.2452314,36.0,129,40,0
1760412900.287438,36.0,130,40,0
1760412900.3295717,36.0,131,40,0
1760412900.3717837,36.0,132,40,0
1760412900.414791,36.0,133,40,0
1760412900.4570959,36.0,134,40,0
1760412900.4998026,36.0,135,40,0
1760412900.542215,36.0,136,40,0
1760412900.5846648,36.0,137,40,0
1760412900.6269555,36.0,138,40,0
1760412900.6687644,36.0,139,40,0
1760412900.7118309,36.8,140,40,0
1760412900.753972,37.0,141,40,0
1760412900.797384,37.0,142,40,0
1760412900.8404121,37.0,143,40,0
1760412900.8833992,37.0,144,40,0
1760412900.9273624,37.0,145,41,0
1760412900.969946,37.5,144,41,0
1760412901.01224,38.0,143,41,0
1760412901.0544662,38.0,142,41,0
1760412901.0961144,37.25,141,41,0
1760412901.1380198,37.0,140,41,0
1760412901.1794696,37.0,139,41,0
1760412901.2220051,37.0,138,41,0
1760412901.263772,37.0,137,41,0
1760412901.3063536,37.0,136,41,0
1760412901.3491027,36.75,135,41,0
1760412901.3910718,37.0,134,41,0
1760412901.4331508,36.0,133,41,0
1760412901.475068,36.0,132,41,0
1760412901.5166736,36.0,131,41,0
1760412901.5582247,36.0,130,41,0
1760412901.6010056,36.0,129,41,0
1760412901.6430101,36.0,128,41,0
1760412901.6850064,36.0,127,41,0
1760412901.7268336,36.0,126,41,0
1760412901.7689207,36.0,125,41,0
1760412901.8110285,36.0,124,41,0
1760412901.8525248,36.0,123,41,0
1760412901.8942413,36.0,122,41,0
1760412901.9363022,36.0,121,41,0
1760412901.9786754,36.0,120,41,0
1760412902.0202386,36.25,119,41,0
1760412902.062396,37.0,118,41,0
1760412902.1045823,37.0,117,41,0
1760412902.1468592,36.75,116,41,0
1760412902.189024,35.25,115,41,0
1760412902.2307553,32.25,114,41,0
1760412902.2725472,29.75,113,41,0
1760412902.3143513,28.0,112,41,0
1760412902.3566566,24.2,111,41,0
1760412902.3986688,21.5,110,41,0
1760412902.4411001,21.0,109,41,0
1760412902.4831643,21.0,108,41,0
1760412902.525148,20.0,107,41,0
1760412902.5665073,19.0,106,41,0
1760412902.6081617,18.0,105,41,0
1760412902.649538,17.25,104,41,0
1760412902.6905794,16.5,103,41,0
1760412902.7320209,15.5,102,41,0
1760412902.7735903,14.5,101,41,0
1760412902.8149424,13.75,100,41,0
1760412902.8575923,13.0,99,41,0
1760412902.8990967,12.75,98,41,0
1760412902.941036,12.0,97,41,0
1760412902.9832585,11.25,96,41,0
1760412903.0253403,10.75,95,41,0
1760412903.0674872,9.5,94,41,0
1760412903.1092284,9.0,93,41,0
1760412903.150691,8.25,92,41,0
1760412903.1924427,7.5,91,41,0
1760412903.2348042,6.5,90,42,0
1760412903.2771623,6.0,91,42,0
1760412903.319336,6.0,92,42,0
1760412903.361627,6.0,93,42,0
1760412903.4038339,6.75,94,42,0
1760412903.44592,7.5,95,42,0
1760412903.4883332,8.5,96,42,0
1760412903.530148,9.25,97,42,0
1760412903.5716002,10.0,98,42,0
1760412903.614266,10.6,99,42,0
1760412903.656192,11.75,100,42,0
1760412903.6981978,12.25,101,42,0
1760412903.740086,13.0,102,42,0
1760412903.782095,13.25,103,42,0
1760412903.8243673,14.0,104,42,0
1760412903.8667886,15.0,105,42,0
1760412903.908894,15.5,106,42,0
1760412903.9515252,16.8,107,42,0
1760412903.99394,17.5,108,42,0
1760412904.0364578,18.75,109,42,0
1760412904.0794525,19.75,110,42,0
1760412904.1216648,20.0,111,42,0
1760412904.1640615,20.25,112,42,0
1760412904.2062268,21.0,113,42,0
1760412904.249054,23.0,114,42,0
1760412904.2916963,27.25,115,42,0
1760412904.3341215,30.0,116,42,0
1760412904.3763306,32.25,117,42,0
1760412904.4184694,34.5,118,42,0
1760412904.4609613,36.75,119,42,0
1760412904.50388,37.0,120,42,0
1760412904.546367,37.0,121,42,0
1760412904.5889447,36.5,122,42,0
1760412904.6316361,36.0,123,42,0
1760412904.6741562,36.25,124,42,0
1760412904.716458,36.0,125,42,0
1760412904.7595327,36.0,126,42,0
1760412904.803077,36.0,127,42,0
1760412904.8461883,36.0,128,42,0
1760412904.890309,36.0,129,42,0
1760412904.9339507,37.0,130,42,0
1760412904.9766438,37.0,131,42,0
1760412905.0192757,36.0,132,42,0
1760412905.0615969,36.5,133,42,0
1760412905.1041675,37.0,134,42,0
1760412905.1460073,37.0,135,42,0
1760412905.1889145,37.0,136,42,0
1760412905.2310734,37.0,137,42,0
1760412905.2736661,37.0,138,42,0
1760412905.315701,37.0,139,42,0
